timestamp_ms,left_brightness,right_brightness
115556,174,171
115573,174,174
115589,174,171
115606,173,162
115623,174,173
115640,159,162
115657,153,155
115673,157,152
115691,162,144
115708,158,134
115725,159,168
115742,166,153
115758,174,169
115776,163,147
115793,135,134
115809,171,172
115825,174,174
115842,174,173
115859,167,167
115876,173,170
115893,170,172
115910,142,143
115928,173,174
115945,151,174
115961,159,168
115977,142,156
115994,159,159
116010,174,174
116027,173,173
116044,174,174
116062,170,162
116078,160,167
116095,160,167
116111,125,133
116127,108,120
116144,131,120
116161,120,115
116178,138,121
116195,143,140
116211,126,121
116227,129,133
116244,131,125
116260,146,158
116277,154,150
116294,154,152
116310,141,121
116328,141,109
116345,131,115
116361,170,169
116377,141,121
116395,146,133
116412,167,160
116428,170,162
116445,165,158
116461,162,163
116477,173,173
116493,174,165
116510,149,139
116526,128,134
116543,96,107
116561,84,107
116578,95,121
116595,161,170
116612,158,141
116630,164,139
116647,150,159
116664,149,147
116680,147,150
116697,147,150
116713,128,129
116730,111,132
116746,119,135
116763,114,117
116780,163,139
116796,130,117
116813,102,96
116830,146,155
116847,140,124
116864,96,97
116881,100,114
116897,92,111
116913,163,165
116931,160,155
116947,160,155
116963,156,135
116981,163,134
116997,165,138
117014,147,144
117031,147,143
117047,142,130
117065,142,145
117081,146,130
117098,136,135
117114,166,160
117131,136,143
117147,131,130
117164,128,120
117180,118,128
117197,118,128
117214,170,166
117231,162,169
117247,161,172
117265,153,161
117282,132,136
117300,138,133
117317,138,133
117334,170,171
117351,158,156
117367,133,138
117384,129,131
117401,120,115
117417,126,118
117434,127,117
117450,134,119
117467,115,115
117484,113,126
117500,115,110
117517,111,107
117534,149,169
117551,159,174
117568,173,174
117585,174,174
117601,162,158
117618,169,161
117634,169,168
117651,174,174
117668,169,171
117684,169,171
117702,154,161
117719,144,144
117735,150,151
117752,171,172
117769,174,174
117785,166,169
117802,167,174
117819,129,125
117836,112,116
117853,101,91
117869,146,161
117885,172,164
117902,156,162
117919,168,158
117936,171,164
117954,159,161
117970,174,174
117987,174,170
118003,163,170
118020,167,166
118037,159,161
118054,157,147
118071,173,173
118087,174,174
118103,173,174
118120,174,174
118136,157,161
118153,159,162
118170,172,164
118186,174,173
118203,160,172
118220,147,149
118236,147,153
118253,130,130
118271,138,145
118287,171,172
118303,174,174
118321,174,172
118338,174,174
118355,153,158
118372,170,174
118389,160,164
118407,154,151
118424,128,136
118440,107,95
118456,88,99
118473,86,81
118490,91,88
118507,157,162
118524,131,131
118540,147,135
118557,155,156
118574,166,168
118590,163,163
118607,167,165
118624,137,140
118643,149,148
118659,147,166
118676,172,173
118693,159,164
118710,159,160
118727,159,160
118744,151,149
118761,166,158
118777,149,155
118793,163,166
118811,155,146
118827,154,158
118844,153,157
118861,150,147
118877,134,139
118894,131,114
118911,121,111
118928,169,169
118945,149,148
118961,171,171
118977,165,167
118995,156,150
119012,174,174
119028,174,174
119045,174,172
119061,148,146
119077,161,160
119094,167,135
119110,169,171
119127,127,144
119143,118,116
119159,170,158
119175,171,154
119192,148,147
119208,143,128
119225,134,130
119243,143,137
119260,155,147
119276,166,171
119293,155,158
119310,152,149
119326,139,124
119342,117,118
119359,169,170
119375,173,172
119393,174,158
119410,174,158
119427,166,144
119444,174,161
119460,174,167
119476,174,174
119493,174,174
119510,160,156
119527,155,150
119545,140,135
119561,112,119
119578,93,105
119595,136,147
119612,123,116
119628,93,97
119645,96,96
119663,92,92
119679,144,131
119696,172,152
119713,173,159
119730,154,146
119747,163,136
119765,173,140
119782,154,132
119799,157,120
119816,143,130
119833,135,119
119849,117,127
119866,122,103
119882,125,113
119899,170,169
119916,167,172
119932,147,151
119950,145,156
119966,130,134
119984,127,120
120001,120,131
120018,114,116
120034,128,142
120051,125,134
120068,129,145
120085,159,150
120102,150,162
120119,165,169
120135,147,155
120151,153,163
120168,140,151
120184,150,148
120201,154,140
120218,164,133
120234,128,151
120252,145,144
120270,149,144
120287,153,163
120304,158,152
120321,135,144
120338,111,124
120355,93,93
120372,89,98
120388,88,101
120405,98,95
120421,78,97
120437,167,159
120454,123,111
120470,115,121
120487,120,111
120504,110,118
120520,85,93
120538,150,147
120554,162,165
120571,152,141
120588,119,117
120606,162,137
120623,153,146
120639,172,172
120657,174,174
120673,174,171
120689,174,172
120706,172,174
120723,166,166
120739,171,174
120756,171,174
120773,163,166
120789,146,148
120806,148,155
120823,149,149
120840,122,127
120856,132,141
120872,151,160
120890,140,144
120906,132,158
120922,166,166
120939,170,161
120956,170,167
120973,155,172
120990,157,161
121006,157,161
121022,171,163
121039,155,172
121056,146,156
121073,172,173
121089,143,172
121106,159,159
121122,157,171
121138,174,174
121155,162,174
121173,171,168
121190,174,174
121206,174,174
121223,169,164
121240,157,147
121257,157,147
121274,149,142
121291,135,140
121308,130,143
121324,138,133
121341,134,123
121358,153,138
121376,153,138
121392,145,146
