timestamp_ms,left_brightness,right_brightness
88313,141,151
88329,103,105
88347,119,116
88364,120,125
88381,108,108
88397,119,109
88414,119,109
88431,169,174
88447,155,174
88464,164,168
88481,148,152
88497,150,156
88514,146,143
88531,159,172
88548,153,162
88565,151,167
88583,151,125
88600,131,128
88616,120,137
88633,137,167
88650,134,151
88667,107,116
88684,108,103
88701,84,89
88717,85,98
88733,101,96
88750,96,95
88767,98,92
88784,89,93
88800,81,91
88817,83,89
88834,82,94
88850,108,101
88867,110,102
88883,118,115
88900,118,104
88916,106,110
88934,119,110
88950,114,112
88967,115,122
88983,109,124
89000,106,100
89017,89,96
89035,99,113
89051,96,105
89068,100,100
89086,77,103
89103,84,79
89119,69,74
89136,69,87
89153,80,86
89170,72,86
89186,67,82
89203,77,80
89220,86,81
89237,78,93
89254,72,81
89271,105,110
89288,138,133
89306,110,110
89323,108,114
89340,112,109
89356,110,98
89373,105,96
89391,103,100
89407,105,103
89424,101,98
89440,99,95
89457,102,100
89473,100,101
89490,91,104
89506,103,102
89522,105,99
89540,98,105
89556,119,131
89574,113,117
89591,127,114
89607,111,119
89624,102,116
89641,130,122
89657,133,136
89674,138,144
89691,142,139
89708,148,136
89725,138,147
89742,151,155
89759,154,152
89777,150,155
89794,147,149
89811,158,149
89828,145,138
89844,150,144
89860,148,144
89877,137,133
89895,156,145
89911,121,129
89928,134,109
89945,122,112
89962,116,114
89979,102,126
89996,98,106
90014,98,106
90030,92,94
90047,99,89
90064,92,82
90081,112,113
90098,100,81
90114,97,98
90132,111,118
90148,163,155
90164,140,148
90181,130,140
90198,134,134
90214,120,122
90231,153,143
90248,166,168
90264,129,148
90281,144,140
90298,126,144
90315,102,132
90331,111,129
90348,154,163
90365,164,166
90383,163,159
90400,159,159
90417,161,162
90434,159,166
90451,168,170
90468,174,172
90484,174,173
90501,174,171
90518,167,167
90534,167,162
90551,158,161
90568,170,154
90584,138,143
90601,135,139
90617,130,141
90633,114,131
90650,125,120
90666,143,141
90682,156,145
90700,139,140
90717,151,160
90733,156,155
90751,133,139
90768,138,136
90785,145,152
90802,172,172
90818,168,171
90835,169,159
90852,143,157
90869,157,138
90887,139,125
90903,148,134
90920,145,130
90937,111,102
90955,114,100
90972,130,122
90988,122,134
91005,131,129
91022,138,126
91038,134,123
91054,132,131
91071,125,132
91089,130,137
91105,128,142
91122,140,141
91138,127,133
91154,132,127
91171,111,119
91188,124,118
91205,89,96
91222,168,167
91238,97,119
91255,95,97
91272,168,166
91289,92,97
91306,143,111
91323,132,136
91341,111,139
91357,111,132
91373,164,171
91390,122,125
91406,114,120
91424,169,169
91441,173,174
91457,174,170
91474,174,173
91490,167,170
91507,165,162
91524,164,163
91541,169,156
91558,86,103
91574,66,76
91590,73,100
91607,70,96
91625,85,111
91641,110,124
91658,127,126
91674,114,107
91691,114,147
91708,110,113
91725,111,113
91741,141,156
91758,155,130
91775,139,171
91792,166,152
91809,162,120
91827,156,151
91844,137,172
91860,119,143
91877,109,111
91895,88,88
91911,88,78
91927,102,77
91944,107,98
91962,149,137
91978,149,146
91994,137,127
92010,139,136
92027,107,120
92043,103,113
92060,128,124
92077,119,135
92093,114,115
92110,109,126
92126,103,123
92142,99,103
92159,145,149
92175,91,91
92191,84,72
92209,84,89
92225,72,100
92241,65,70
92258,71,70
92274,100,99
92291,90,84
92308,91,88
92325,95,96
92342,95,96
92359,86,94
92376,141,142
92392,152,148
92408,154,161
92426,122,120
92442,107,118
92458,94,102
92475,95,95
92491,168,168
92508,163,158
92524,165,143
92541,127,133
92557,111,138
92573,131,135
92590,107,113
92606,111,127
92622,99,112
92640,91,109
92656,94,98
92674,107,91
92690,107,133
92706,118,161
92723,145,151
92740,94,109
92756,92,117
92773,88,92
92790,87,76
92806,70,69
92824,66,77
92841,73,69
92857,72,60
92874,78,61
92891,76,70
92908,106,113
92924,119,134
92942,116,116
92958,111,120
92975,107,112
92992,113,114
93009,126,111
93025,108,112
93042,105,115
93059,102,116
93075,111,112
93092,116,117
93108,127,113
93124,120,102
93141,101,102
93158,121,122
93174,119,110
93191,113,121
93208,114,103
93225,107,107
93241,116,118
93258,118,112
93274,118,125
93291,116,119
93307,127,126
93324,115,122
93342,141,122
93358,132,118
93374,109,98
93392,117,102
93409,101,93
93425,117,104
93442,116,105
93459,114,104
93475,118,107
93492,101,80
93508,103,111
93526,109,115
93542,122,92
93558,126,108
93575,126,108
93592,133,122
93609,121,104
93626,98,115
93642,107,123
93659,160,152
93677,145,164
93693,158,154
93710,168,171
93727,171,171
93744,164,172
93761,156,152
93777,174,165
93793,172,162
93810,152,137
93827,142,137
93844,127,133
93861,142,115
93878,140,151
93894,129,158
93912,138,150
93928,153,133
93945,143,139
93962,148,120
93979,145,135
93995,137,142
94012,141,134
94029,150,132
94046,125,123
94063,109,110
94079,120,116
94095,147,154
94114,133,137
94130,116,109
94147,90,100
94163,121,99
94180,116,118
94197,129,113
94214,110,105
94231,114,101
94248,103,111
94264,109,105
94281,115,101
94297,129,93
94313,129,93
94330,115,105
94346,102,107
94364,106,115
94381,109,120
94397,99,94
94414,127,86
94432,102,94
94448,98,105
94464,110,107
94481,100,93
94498,93,92
94514,104,98
94531,102,123
94547,137,136
94563,137,136
94580,116,95
94597,106,104
94613,110,99
94630,130,158
94646,165,168
94663,160,160
94679,141,167
94696,152,162
94713,151,148
94730,147,155
94746,163,156
94764,171,166
94781,134,140
94797,158,150
94813,158,150
94831,170,163
94847,157,143
94863,171,171
94880,173,160
94898,159,160
94914,172,161
94931,164,168
94948,169,174
94965,173,173
94982,160,156
94999,161,159
95016,174,170
95034,166,160
95050,174,170
95067,147,132
95083,122,144
95101,117,128
95117,90,122
95133,124,112
95150,88,112
95167,106,109
95184,114,102
95200,108,109
95217,109,114
95233,100,103
95250,96,108
95267,161,154
95284,146,158
95301,150,157
95318,152,174
95335,140,156
95351,127,139
95368,141,128
95384,136,137
95401,133,134
95418,128,130
95435,137,120
95451,118,118
95468,120,114
95485,112,119
95501,119,107
95518,124,106
95536,121,102
95552,106,106
95568,105,89
95585,108,95
95602,123,130
95618,113,109
95635,107,106
95653,110,102
95670,111,96
95686,100,105
95703,117,113
95720,157,161
95738,110,107
95754,107,110
95770,90,103
95788,78,91
95805,167,167
95822,123,137
95839,169,169
95857,99,112
95874,108,121
95891,112,124
95907,92,98
95924,85,90
95941,115,119
95959,85,99
95976,127,124
95993,96,111
96010,148,160
96027,106,108
96043,106,108
96060,140,130
96078,130,150
96094,131,102
96111,155,149
96128,150,158
96145,127,135
96162,127,135
96180,117,115
96197,114,125
96214,125,134
96230,111,122
96246,148,131
96263,127,116
96280,101,113
96296,124,122
96313,94,107
96331,94,99
96347,115,108
96363,145,150
96380,113,128
96397,151,144
96413,151,144
96431,147,149
96447,125,142
96464,130,148
96480,141,145
96497,151,148
96514,145,152
96531,135,149
96548,135,124
96565,145,134
96581,111,136
96598,122,121
96615,125,125
96631,119,139
96647,119,119
96664,111,115
96681,141,162
96697,143,149
96714,141,158
96730,132,151
96747,130,131
96763,114,105
96780,124,122
96797,112,113
96814,107,126
96831,98,100
96848,102,109
96865,97,116
96881,95,113
96898,116,103
96914,100,100
96931,95,112
96948,92,93
96965,99,105
96981,109,107
96997,103,100
97014,118,104
97030,102,116
97047,97,99
97064,107,102
97082,102,108
97099,123,121
97115,146,152
97131,148,141
97148,136,126
97165,114,129
97181,120,119
97197,125,114
97214,124,118
97232,121,108
97249,110,110
97266,128,118
97284,126,119
97301,118,115
97318,125,123
97335,118,119
97351,117,115
97368,109,117
97385,113,119
97402,107,128
97418,117,122
97435,110,107
97452,112,126
97468,116,123
97485,106,105
97502,108,117
97518,106,108
97534,113,115
97552,110,114
97569,104,121
97586,117,132
97602,112,118
97619,125,121
97635,120,113
97652,123,120
97668,159,155
97685,104,102
97702,124,123
97718,125,131
97735,126,130
97752,169,170
97768,119,126
97785,104,114
97802,115,116
97819,121,124
97835,112,101
97852,136,135
97869,129,136
97885,120,133
97902,106,110
97918,170,163
97935,150,140
97952,134,129
97969,112,118
97987,119,112
98004,99,107
98021,89,104
98038,90,85
98054,84,89
98071,145,134
98088,172,171
98104,174,174
98121,174,174
98138,170,164
98154,167,165
98170,174,173
98188,174,174
98204,170,170
98220,163,161
98237,164,162
98253,164,162
98270,173,173
98287,169,167
98303,169,149
98320,158,153
98337,158,146
98353,151,143
98371,143,135
98388,155,161
98405,174,169
98421,170,173
98438,165,165
98454,167,163
98471,159,160
98488,174,174
98505,171,158
98521,168,163
98538,157,164
98555,165,156
98572,167,163
98590,152,153
98606,152,152
98623,152,152
98640,146,142
98657,163,162
98674,166,165
98690,160,154
98707,166,173
98723,161,160
98740,158,155
98757,153,147
98774,142,160
98790,151,143
98807,173,174
98824,164,168
98841,157,165
98858,172,173
98875,169,169
98892,163,163
98908,174,174
98925,174,174
98941,167,161
98958,155,147
98975,144,140
98992,144,140
99009,135,116
99026,139,143
99044,126,116
99061,120,116
99077,120,129
99094,107,109
99111,128,112
99128,146,152
99144,136,135
99161,112,130
99177,130,126
99195,129,124
99211,111,111
99228,112,123
99245,111,121
99262,112,121
99278,108,114
99294,108,94
99311,127,131
99328,120,115
99345,170,167
99362,174,168
99379,148,156
99397,162,163
99413,145,149
99430,125,123
99447,143,138
99464,137,134
99481,147,159
99497,158,146
99514,144,140
99532,134,138
99548,136,131
99567,167,174
99584,157,170
99601,155,153
99617,158,153
99634,173,152
99650,154,155
99666,173,132
99683,145,155
99699,151,148
99715,148,159
99732,148,159
99749,156,158
99766,134,138
99782,117,125
99799,123,116
99816,103,104
99833,158,159
99850,126,122
99867,91,105
99884,167,169
99901,86,95
99918,121,139
99934,96,104
99950,167,159
99967,108,118
99984,111,100
100001,173,164
100017,131,121
100034,151,165
100051,153,138
100067,155,159
100084,173,173
100100,152,158
100116,162,167
100133,173,174
100151,163,165
100167,169,168
100184,158,170
100200,174,173
100216,165,167
100233,152,142
100250,145,153
100267,140,140
100284,147,143
100301,141,128
100317,140,140
100333,134,153
100350,132,148
100366,140,136
100383,132,128
100400,127,141
100416,152,163
100434,144,152
100451,152,138
100468,149,158
100484,159,165
100502,144,156
100519,172,171
100536,134,141
100553,163,163
100570,172,172
100587,174,177
100604,172,170
100621,166,168
100638,174,174
100654,174,174
100670,169,160
100687,154,146
100704,140,145
100720,142,132
100738,171,165
100754,174,169
100770,158,162
100787,160,155
100804,159,147
100821,157,159
100838,152,156
100855,153,147
100872,147,142
100888,134,132
100905,124,126
100922,128,145
100938,169,169
100954,174,174
100972,170,171
100988,170,170
101005,139,143
101022,130,133
101038,126,125
101054,165,170
101072,152,162
101089,151,163
101106,147,144
101123,143,141
101139,129,120
101156,163,163
101173,154,158
101190,112,123
101207,125,125
101224,122,126
101241,142,128
101258,125,121
101274,170,170
101291,140,153
101308,153,143
101325,161,149
101342,158,159
101359,104,106
101375,172,172
101392,129,139
101410,130,128
101427,153,163
101444,164,166
101461,158,154
101477,139,140
101494,171,171
101511,160,153
101528,152,152
101545,172,173
101561,171,167
101578,171,169
101594,160,159
101610,151,152
101627,144,142
101644,149,150
101660,147,146
101677,133,138
101693,170,171
101710,171,174
101727,146,148
101743,125,123
101759,159,158
101777,147,126
101793,124,118
101810,164,162
101827,170,173
101843,174,173
101861,174,174
101877,174,174
101894,166,166
101910,174,174
101927,164,170
101943,164,170
101960,157,147
101977,149,143
101993,133,138
102010,130,130
102028,139,160
102044,129,157
102061,125,127
102078,124,138
102095,126,128
102113,125,125
102129,174,174
102145,174,171
102162,174,174
102179,168,166
102196,174,174
102212,174,168
102229,173,173
102245,173,173
102262,157,158
102279,151,141
102295,154,154
102311,167,173
102328,164,161
102345,173,173
102362,174,174
102378,171,165
102395,151,146
102413,140,141
102430,120,103
102446,135,132
102462,120,118
102479,124,130
102496,108,108
102512,117,129
102529,118,116
102546,131,134
102563,131,134
102579,89,89
102596,89,79
102613,80,74
102630,81,80
102647,72,69
102664,167,167
102680,109,109
102697,137,138
102713,133,136
102731,167,167
102748,158,158
102764,153,155
102780,174,173
102797,156,159
102814,156,159
102831,136,151
102848,130,134
102865,117,114
102881,127,124
102899,118,116
102915,106,114
102932,106,114
102948,95,88
102965,80,88
102981,122,101
102998,163,161
103016,157,147
103033,158,151
103050,164,153
103067,134,138
103083,140,142
103100,173,157
103117,130,160
103133,167,173
103151,159,160
103168,159,162
103185,155,160
103202,145,151
103218,168,174
103235,153,158
103251,126,152
103268,141,141
103285,149,144
103301,149,144
103319,154,147
103336,167,169
103353,151,149
103370,161,149
103387,164,174
103403,152,157
103421,162,173
103437,165,173
103454,173,169
103471,142,165
103488,154,123
103504,153,130
103521,174,165
103538,174,165
103555,170,165
103572,160,157
103589,128,138
103606,116,120
103622,114,131
103638,165,168
103656,158,163
103674,158,163
103691,141,131
103707,126,124
103724,122,133
103741,162,164
103758,172,173
103774,162,154
103791,173,172
103809,122,133
103825,141,133
103842,171,170
103859,172,174
103876,173,173
103893,174,174
103911,167,165
103927,174,159
103944,173,172
103960,174,174
103976,156,163
103993,155,154
104011,160,156
104028,142,144
104044,142,144
104060,171,172
104078,168,163
104094,161,151
104111,145,144
104128,130,122
104146,118,107
104163,118,107
104180,148,145
104197,157,174
104213,173,159
104231,161,174
104247,155,155
104264,172,162
104281,174,173
104298,174,169
104314,152,174
104332,153,156
104348,162,154
104364,141,145
104380,174,174
104397,174,174
104414,174,174
104430,169,168
104447,160,162
104464,158,161
104480,166,172
104497,167,171
104513,152,155
104530,132,146
104548,122,122
104565,103,99
104581,99,87
104598,174,174
104615,173,173
104632,167,170
104649,168,171
104665,154,157
104681,163,160
104699,171,158
104715,149,132
104732,120,124
104748,121,91
104765,109,80
104782,108,85
104798,92,83
104814,167,166
104831,161,155
104849,146,144
104866,158,159
104883,153,151
104900,147,150
104917,172,172
104933,124,123
104950,130,128
104967,160,162
104984,161,157
105001,154,153
105020,147,147
105036,146,153
105053,159,157
105070,165,156
105087,157,148
105103,154,149
105120,172,168
105137,159,159
105153,155,155
105170,131,137
105187,119,119
105203,105,114
105220,96,92
105237,143,145
105254,153,159
105271,165,162
105288,166,165
105304,157,157
105322,155,156
105339,173,173
105355,158,157
105372,150,139
105388,160,141
105405,138,138
105423,126,131
105440,120,123
105457,174,162
105473,169,148
105491,164,160
105508,124,142
105525,120,121
105541,122,126
105558,157,150
105576,138,137
105592,129,126
105608,121,122
105626,121,116
105643,121,116
105660,170,170
105678,168,165
105695,171,167
105711,171,163
105728,174,172
105744,171,169
105761,174,174
105778,174,174
105795,164,154
105812,150,147
105829,132,120
105845,114,110
105862,133,132
105878,137,131
105894,78,93
105911,81,59
105928,72,81
105945,68,64
105961,82,69
105978,117,128
105995,86,115
106012,79,88
106029,76,72
106046,72,67
106063,54,83
106081,139,156
106098,156,155
106114,141,152
106130,128,120
106148,106,126
106164,122,118
106181,95,93
106197,174,174
106214,163,166
106230,167,173
106247,167,150
106264,125,124
106280,119,132
106297,149,127
106313,137,159
106330,134,138
106347,152,163
106364,152,163
106381,133,119
106398,169,169
106414,156,174
106430,152,151
106447,171,159
106464,153,146
106480,160,151
106497,143,135
106513,169,141
106530,133,140
106546,136,139
106564,142,135
106581,137,153
106598,130,132
106614,130,132
106631,114,127
106648,80,76
106665,82,62
106682,144,134
106699,86,92
106716,92,93
106733,92,93
106751,163,156
106768,123,118
106784,102,92
106801,149,139
106818,173,158
106834,147,143
106851,120,114
106868,103,100
106885,114,106
106902,102,95
106918,108,92
106936,174,174
106952,166,163
106968,164,165
106986,173,168
107002,164,163
107019,168,165
107036,158,160
107053,173,173
107070,144,148
107087,155,149
107103,155,149
107120,132,135
107137,126,130
107154,130,129
107170,147,149
107187,126,156
107204,129,147
107221,145,120
107238,135,118
107254,129,129
107271,174,172
107288,165,165
107305,166,168
107322,140,141
107339,124,126
107356,130,128
107373,170,169
107390,150,164
107407,160,156
107424,173,173
107440,174,174
107457,173,163
107473,173,163
107490,174,174
107506,174,168
107523,172,169
107540,136,142
107557,136,136
107574,135,132
107591,168,170
107607,162,159
107624,152,146
107641,155,150
107658,164,161
107675,140,145
107693,171,171
107709,151,139
107725,151,146
107742,146,144
107760,125,121
107776,118,119
107792,169,170
107810,174,174
107827,173,174
107843,173,174
107861,140,136
107878,125,118
107894,122,124
107911,172,169
107928,155,159
107944,156,153
107960,140,152
107978,139,128
107995,124,116
108011,167,169
108028,159,151
108045,160,132
108061,145,127
108078,145,122
108095,145,122
108112,140,130
108128,174,152
108146,145,147
108162,155,135
108179,133,122
108196,131,129
108213,131,129
108230,171,168
108247,158,137
108264,154,146
108280,136,135
108297,159,154
108314,148,149
108331,138,146
108347,128,139
108363,157,149
108381,156,164
108397,166,172
108414,171,173
108431,174,173
108448,171,173
108465,163,164
108482,161,165
108499,163,167
108516,164,149
108533,158,149
108550,167,174
108567,149,147
108583,149,147
108600,154,145
108617,142,140
108634,110,121
108650,169,169
108667,161,160
108684,166,163
108700,174,168
108717,174,156
108734,174,168
108751,170,163
108768,174,168
108785,128,144
108802,132,115
108818,106,111
108836,96,104
108852,102,95
108868,89,81
108884,88,88
108901,87,84
108918,90,65
108934,88,80
108951,80,80
108968,166,165
108986,164,171
109002,175,175
109018,174,174
109035,169,170
109052,165,169
109069,156,155
109085,174,174
109102,152,151
109119,128,137
109136,158,160
109153,167,168
109169,159,152
109185,174,174
109202,174,174
109219,174,171
109235,144,148
109253,152,159
109270,137,128
109287,140,140
109304,145,148
109321,138,143
109337,150,138
109354,139,142
109370,107,102
109386,150,142
109403,172,168
109420,150,148
109437,130,126
109454,95,96
109471,113,115
109488,122,123
109504,125,124
109520,114,116
109537,121,122
109555,113,109
109572,112,114
109588,111,114
109606,111,114
109623,169,168
109640,165,163
109657,145,137
109674,125,123
109691,137,119
109707,148,147
109723,144,145
109740,119,127
109757,134,134
109774,155,156
109790,165,166
109806,133,141
109823,141,141
109840,174,174
109857,155,155
109873,152,141
109891,131,136
109907,126,131
109923,138,142
109941,153,144
109958,134,147
109975,123,132
109992,138,125
110008,159,155
110025,117,117
110041,122,126
110059,102,101
110075,57,55
110092,48,53
110109,85,87
110126,63,71
110143,41,51
110160,130,132
110177,113,94
110195,121,74
110212,94,85
110229,93,78
110247,65,63
110263,135,127
110280,79,78
110296,72,67
110313,60,59
110330,61,63
110347,65,78
110364,166,167
110381,165,166
110398,166,167
110414,167,169
110431,166,166
110448,158,158
110464,153,153
110480,172,172
110497,152,146
110514,169,163
110530,173,174
110547,173,174
110564,174,174
110581,171,164
110598,162,164
110615,154,170
110631,162,166
110648,142,135
110665,156,128
110682,140,155
110698,174,174
110716,139,139
110732,148,152
110749,167,172
110765,133,150
110782,149,152
110798,129,138
110814,157,148
110831,154,168
110847,154,169
110863,148,155
110880,123,142
110896,169,170
110913,174,174
110930,167,171
110947,167,157
110964,165,167
110981,168,163
110997,158,166
111013,167,171
111031,156,146
111048,166,155
111065,166,161
111082,149,144
111099,118,143
111115,148,168
111132,154,155
111148,128,135
111164,128,135
111180,143,129
111197,138,125
111213,111,121
111230,174,174
111247,172,174
111264,173,171
111280,167,164
111297,162,157
111314,158,157
111331,171,173
111348,171,174
111364,156,161
111381,156,158
111398,162,165
111414,162,165
111431,146,151
111447,173,174
111463,174,174
111480,169,174
111497,158,158
111514,171,173
111531,167,159
111548,173,174
111566,174,164
111582,161,159
111599,161,143
111617,158,122
111634,163,132
111651,172,169
111667,156,150
111683,153,151
111700,156,155
111718,168,174
111734,160,169
111750,154,159
111767,149,139
111784,149,139
111802,163,162
111818,174,174
111835,166,166
111852,166,166
111869,169,173
111885,173,174
111902,173,174
111919,167,161
111936,166,154
111952,164,163
111968,170,169
111985,161,171
112002,167,174
112019,154,159
112035,158,148
112052,164,156
112069,150,143
112086,161,148
112102,173,162
112118,172,174
112136,169,169
112153,169,169
112169,158,167
112187,171,174
112204,174,174
112220,174,173
112236,172,164
112253,162,161
112269,173,173
112285,174,166
112302,151,159
112318,167,171
112334,174,174
112352,174,174
112369,164,174
112385,149,164
112401,142,149
112419,157,156
112436,138,151
112453,140,141
112469,149,157
112487,137,133
112503,152,141
112520,164,173
112536,167,159
112553,170,162
112570,147,160
112587,167,174
112604,168,166
112621,174,174
112638,174,174
112654,174,174
112671,163,157
112687,156,143
112704,153,141
112721,154,116
112738,130,108
112755,134,112
112772,134,112
112788,118,107
112805,119,104
112821,102,102
112837,126,136
112854,139,123
112870,155,128
112888,158,138
112905,158,138
112921,135,137
112938,132,134
112955,138,136
112972,146,148
112988,132,157
113005,130,149
113023,130,149
113040,170,133
113056,172,171
113072,171,174
113089,150,153
113106,168,165
113123,154,153
113140,155,165
113157,139,150
113173,140,137
113190,138,150
113207,135,138
113224,137,126
113240,150,142
113257,164,174
113273,164,174
113290,165,171
113306,145,148
113324,161,152
113340,164,163
113357,142,145
113373,149,141
113389,154,135
113406,142,145
113422,141,148
113440,151,143
113457,130,132
113473,127,137
113490,117,109
113506,116,104
113523,105,88
113539,95,93
113556,98,103
113572,96,89
113589,121,142
113606,106,109
113622,102,169
113639,169,169
113657,170,129
113673,120,164
113690,172,167
113707,150,142
113724,150,135
113741,169,118
113758,115,129
113775,135,102
113791,170,167
113808,162,157
113825,173,169
113841,169,167
113857,164,163
113874,164,163
113891,155,159
113908,173,173
113924,168,165
113941,139,146
113958,142,143
113974,146,125
113990,127,120
114007,127,132
114023,156,171
114040,133,134
114056,135,151
114073,144,146
114089,136,107
114107,129,146
114124,129,146
114140,168,163
114157,155,146
114173,173,167
114190,133,134
114207,132,137
114223,171,169
114241,156,160
114257,159,157
114273,162,169
114290,171,174
114307,172,171
114324,172,167
114340,174,174
114357,174,174
114374,174,171
114390,147,137
114407,140,139
114424,127,132
114440,171,167
114457,172,168
114473,153,160
114489,158,154
114506,150,156
114523,150,146
114539,151,137
114556,162,156
114572,151,145
114589,130,130
114605,132,130
114622,133,124
114640,129,124
114657,173,174
114674,174,168
114690,161,165
114707,139,139
114724,123,129
114741,120,121
114758,163,169
114774,173,174
114790,164,166
114806,161,168
114823,138,153
114839,137,150
114857,141,142
114874,169,172
114891,145,144
114909,141,145
114926,138,150
114943,136,144
114959,125,128
114976,170,170
114993,171,160
115010,148,140
115027,134,124
115043,144,129
115060,171,168
115076,173,172
115092,160,162
115109,149,155
115126,137,138
115143,146,150
115160,170,166
115177,158,161
115194,173,173
115211,158,158
115228,151,162
115245,153,160
115262,172,173
115279,169,167
115295,170,166
115311,145,160
115328,157,161
115345,158,148
115362,140,146
115379,136,138
115395,172,170
115412,172,171
115428,144,146
115445,160,146
115463,158,150
115479,172,172
115496,157,139
115513,173,169
115530,174,173
115547,174,174
115563,174,171
115580,174,174
115596,174,171
115613,173,162
115630,174,173
115647,159,162
115664,153,155
115680,157,152
115698,162,144
115715,158,134
115732,159,168
115749,166,153
115765,174,169
115783,163,147
115800,135,134
115816,171,172
115832,174,174
115849,174,173
115866,167,167
115883,173,170
115900,170,172
115917,142,143
115935,173,174
115952,151,174
115968,159,168
115984,142,156
116001,159,159
116017,174,174
116034,173,173
116051,174,174
116069,170,162
116085,160,167
116102,160,167
116118,125,133
116134,108,120
116151,131,120
116168,120,115
116185,138,121
116202,143,140
116218,126,121
116235,129,133
116251,131,125
116267,146,158
116284,154,150
116301,154,152
116317,141,121
116335,141,109
116352,131,115
116368,170,169
116384,141,121
116402,146,133
116419,167,160
116435,170,162
116452,165,158
116468,162,163
116484,173,173
116500,174,165
116517,149,139
116533,128,134
116550,96,107
116568,84,107
116585,95,121
116602,161,170
116620,158,141
116637,164,139
116654,150,159
116671,149,147
116687,147,150
116704,147,150
116720,128,129
116737,111,132
116753,119,135
116770,114,117
116787,163,139
116803,130,117
116820,102,96
116837,146,155
116854,140,124
116871,96,97
116888,100,114
116904,92,111
116921,163,165
116938,160,155
116954,160,155
116970,156,135
116988,163,134
117004,165,138
117021,147,144
117038,147,143
117054,142,130
117072,142,145
117088,146,130
117105,136,135
117121,166,160
117138,136,143
117154,131,130
117171,128,120
117187,118,128
117204,118,128
117221,170,166
117238,162,169
117255,161,172
117272,153,161
117289,132,136
117307,138,133
117324,138,133
117341,170,171
117358,158,156
117374,133,138
117391,129,131
117408,120,115
117424,126,118
117441,127,117
117457,134,119
117474,115,115
117491,113,126
117507,115,110
117524,111,107
117542,149,169
117558,159,174
117575,173,174
117592,174,174
117608,162,158
117625,169,161
117641,169,168
117658,174,174
117675,169,171
117692,169,171
117709,154,161
117726,144,144
117742,150,151
117759,171,172
117776,174,174
117792,166,169
117809,167,174
117826,129,125
117843,112,116
117860,101,91
117876,146,161
117892,172,164
117909,156,162
117926,168,158
117943,171,164
117961,159,161
117977,174,174
117994,174,170
118010,163,170
118027,167,166
118044,159,161
118061,157,147
118078,173,173
118094,174,174
118110,173,174
118127,174,174
118143,157,161
118160,159,162
118177,172,164
118193,174,173
118210,160,172
118227,147,149
118244,147,153
118261,130,130
118278,138,145
118294,171,172
118311,174,174
118328,174,172
118345,174,174
118363,153,158
118379,170,174
118397,160,164
118414,154,151
118431,128,136
118447,107,95
118463,88,99
118480,86,81
118497,91,88
118514,157,162
118531,131,131
118547,147,135
118564,155,156
118581,166,168
118597,163,163
118614,167,165
118631,137,140
118650,149,148
118666,147,166
118683,172,173
118700,159,164
118717,159,160
118734,159,160
118751,151,149
118768,166,158
118784,149,155
118801,163,166
118818,155,146
118834,154,158
118851,153,157
118868,150,147
118884,134,139
118901,131,114
118918,121,111
118935,169,169
118952,149,148
118968,171,171
118985,165,167
119002,156,150
119019,174,174
119035,174,174
119052,174,172
119068,148,146
119085,161,160
119101,167,135
119117,169,171
119134,127,144
119150,118,116
119166,170,158
119183,171,154
119199,148,147
119215,143,128
119233,134,130
119250,143,137
119267,155,147
119283,166,171
119300,155,158
119317,152,149
119333,139,124
119350,117,118
119366,169,170
119383,173,172
119400,174,158
119417,174,158
119434,166,144
119451,174,161
119467,174,167
119484,174,174
119500,174,174
119517,160,156
119535,155,150
119552,140,135
119568,112,119
119585,93,105
119602,136,147
119619,123,116
119636,93,97
119653,96,96
119670,92,92
119686,144,131
119703,172,152
119720,173,159
119737,154,146
119754,163,136
119772,173,140
119789,154,132
119807,157,120
119823,143,130
119840,135,119
119856,117,127
119873,122,103
119889,125,113
119907,170,169
119923,167,172
119940,147,151
119957,145,156
119974,130,134
119991,127,120
120008,120,131
120025,114,116
120041,128,142
120059,125,134
120075,129,145
120092,159,150
120110,150,162
120126,165,169
120142,147,155
120159,153,163
120175,140,151
120192,150,148
120209,154,140
120225,164,133
120242,128,151
120259,145,144
120277,149,144
120294,153,163
120311,158,152
120328,135,144
120345,111,124
120362,93,93
120379,89,98
120395,88,101
120412,98,95
120428,78,97
120444,167,159
120461,123,111
120478,115,121
120494,120,111
120511,110,118
120528,85,93
120545,150,147
120562,162,165
120579,152,141
120596,119,117
120613,162,137
120630,153,146
120646,172,172
120664,174,174
120680,174,171
120697,174,172
120713,172,174
120730,166,166
120747,171,174
120763,171,174
120780,163,166
120796,146,148
120813,148,155
120830,149,149
120847,122,127
120863,132,141
120880,151,160
120897,140,144
120913,132,158
120930,166,166
120946,170,161
120963,170,167
120980,155,172
120997,157,161
121013,157,161
121030,171,163
121046,155,172
121063,146,156
121080,172,173
121097,143,172
121113,159,159
121129,157,171
121145,174,174
121163,162,174
121180,171,168
121197,174,174
121214,174,174
121230,169,164
121247,157,147
121264,157,147
121281,149,142
121298,135,140
121315,130,143
121331,138,133
121348,134,123
121366,153,138
121383,153,138
121399,145,146
121415,170,154
121433,154,150
121450,130,123
121466,137,132
121483,135,128
121499,137,127
121515,156,149
121532,163,154
121548,145,147
121565,136,129
121582,136,137
121598,137,133
121614,158,171
121631,173,174
121647,144,145
121663,145,137
121680,123,128
121696,116,136
121712,124,129
121729,152,158
121745,136,138
121761,131,141
121777,133,134
